deploymentID,locationID,locationName,longitude,latitude,coordinateUncertainty,start,end,setupBy,cameraID,cameraModel,cameraInterval,cameraHeight,cameraTilt,cameraHeading,timestampIssues,baitUse,session,array,featureType,habitat,tags,comments,_id
ABV_A_D1-ABV01,ABV01,,47.45814,-21.28415,10,2022-03-01T11:18:21+0300,2022-04-12T06:52:42+0300,,,,0.0,,,,False,none,,,none,,,,1665
ABV_A_D1-ABV02,ABV02,,47.45809,-21.28359,10,2022-03-01T11:48:00+0300,2022-04-12T09:10:26+0300,,,,0.0,,,,False,none,,,none,,,,1666
ABV_A_D2-ABV01,ABV01,,47.45814,-21.28415,10,2022-04-12T09:50:50+0300,2022-05-09T07:31:18+0300,,,,0.0,,,,False,none,,,none,,,,1669
ABV_A_D2-ABV02,ABV02,,47.45809,-21.28359,10,2022-04-12T09:39:11+0300,2022-05-09T07:41:26+0300,,,,0.0,,,,False,none,,,none,,,,1670
ABV_T_D1-ABV01,ABV01,,47.45814,-21.28415,10,2022-03-02T13:11:56+0300,2022-04-13T07:51:52+0300,,,,0.0,,,,False,none,,,none,,,,1667
ABV_T_D1-ABV02,ABV02,,47.45809,-21.28359,10,2022-03-01T11:49:43+0300,2022-04-12T09:23:20+0300,,,,0.0,,,,False,none,,,none,,,,1668
ABV_T_D2-ABV01,ABV01,,47.45814,-21.28415,10,2022-04-13T09:30:08+0300,2022-05-10T08:31:29+0300,,,,0.0,,,,False,none,,,none,,,,1677
ABV_T_D2-ABV02,ABV02,,47.45809,-21.28359,10,2022-04-12T08:47:00+0300,2022-05-09T08:39:53+0300,,,,0.0,,,,False,none,,,none,,,,1678
AGN_T_D1a-AGN01,AGN01,,49.81146,-14.48551,10,2023-04-10T09:31:24+0300,2023-05-20T08:28:55+0300,,,,0.0,,,,False,none,,,none,,,,2191
AGN_T_D1a-AGN02,AGN02,,49.81145,-14.4861,10,2023-04-10T10:39:35+0300,2023-05-20T08:12:23+0300,,,,0.0,,,,False,none,,,none,,,,2190
AGN_T_D1a-AGN03,AGN03,,49.81188,-14.48649,10,2023-04-10T11:38:01+0300,2023-05-20T08:18:23+0300,,,,0.0,,,,False,none,,,none,,,,2189
AGN_T_D1a-AGN04,AGN04,,49.81226,-14.48625,10,2023-04-10T12:24:16+0300,2023-05-20T07:51:02+0300,,,,0.0,,,,False,none,,,none,,,,2188
AGN_T_D1a-AGN05,AGN05,,49.81569,-14.48646,10,2023-04-12T09:55:22+0300,2023-05-22T09:47:07+0300,,,,0.0,,,,False,none,,,none,,,,2187
AGN_T_D1a-AGN06,AGN06,,49.81539,-14.48586,10,2023-04-12T09:40:02+0300,2023-05-22T09:42:04+0300,,,,0.0,,,,False,none,,,none,,,,2186
AGN_T_D1b-AGN07,AGN07,,49.81528,-14.48538,10,2023-04-12T09:17:05+0300,2023-05-22T10:57:19+0300,,,,0.0,,,,False,none,,,none,,,,2197
AGN_T_D1b-AGN08,AGN08,,49.81538,-14.4847,10,2023-04-12T08:59:46+0300,2023-05-22T10:54:20+0300,,,,0.0,,,,False,none,,,none,,,,2196
AGN_T_D1b-AGN09,AGN09,,49.81531,-14.48415,10,2023-04-12T08:42:11+0300,2023-05-22T09:14:54+0300,,,,0.0,,,,False,none,,,none,,,,2195
AGN_T_D1b-AGN10,AGN10,,49.8125,-14.48662,10,2023-04-13T08:42:34+0300,2023-05-23T09:11:52+0300,,,,0.0,,,,False,none,,,none,,,,2194
AGN_T_D1b-AGN11,AGN11,,49.81194,-14.4868,10,2023-04-13T09:51:56+0300,2023-05-23T09:33:29+0300,,,,0.0,,,,False,none,,,none,,,,2193
AGN_T_D1b-AGN12,AGN12,,49.81191,-14.48585,10,2023-04-13T10:49:07+0300,2023-05-23T09:48:39+0300,,,,0.0,,,,False,none,,,none,,,,2192
AGR_A-AGR01,AGR01,,49.8147,-14.48496,10,2023-04-05T12:00:00+0300,2023-05-16T09:25:21+0300,,,,0.0,,,,False,none,,,none,,,,2290
AGR_A-AGR02,AGR02,,49.81436,-14.48446,10,2023-04-05T12:00:00+0300,2023-05-16T09:49:58+0300,,,,0.0,,,,False,none,,,none,,,,2289
AGR_A-AGR03,AGR03,,49.81153,-14.48245,10,2023-04-06T12:00:00+0300,2023-05-17T09:26:39+0300,,,,0.0,,,,False,none,,,none,,,,2288
AGR_A-AGR04,AGR04,,49.81151,-14.48273,10,2023-04-06T12:00:00+0300,2023-05-17T09:36:52+0300,,,,0.0,,,,False,none,,,none,,,,2287
AGR_A-AGR05,AGR05,,49.81289,-14.48477,10,2023-04-07T09:27:42+0300,2023-05-18T10:06:45+0300,,,,0.0,,,,False,none,,,none,,,,2286
AGR_A-AGR06,AGR06,,49.81219,-14.4848,10,2023-04-07T11:12:28+0300,2023-05-18T09:55:15+0300,,,,0.0,,,,False,none,,,none,,,,2285
AGR_A-AGR07,AGR07,,49.81149,-14.48436,10,2023-04-08T12:00:00+0300,2023-05-19T09:21:29+0300,,,,0.0,,,,False,none,,,none,,,,2284
AGR_A-AGR08,AGR08,,49.81095,-14.48497,10,2023-04-08T11:33:05+0300,2023-05-19T09:31:24+0300,,,,0.0,,,,False,none,,,none,,,,2283
AGR_T-AGR01,AGR01,,49.8147,-14.48496,10,2023-04-05T09:36:50+0300,2023-05-16T08:14:47+0300,,,,0.0,,,,False,none,,,none,,,,2252
AGR_T-AGR02,AGR02,,49.81436,-14.48446,10,2023-04-05T11:09:45+0300,2023-05-16T09:35:07+0300,,,,0.0,,,,False,none,,,none,,,,2251
AGR_T-AGR03,AGR03,,49.81153,-14.48245,10,2023-04-06T09:50:41+0300,2023-05-17T09:25:46+0300,,,,0.0,,,,False,none,,,none,,,,2250
AGR_T-AGR04,AGR04,,49.81151,-14.48273,10,2023-04-06T11:11:56+0300,2023-05-17T00:00:00+0300,,,,0.0,,,,False,none,,,none,,,,2249
AGR_T-AGR05,AGR05,,49.81289,-14.48477,10,2023-04-07T09:51:04+0300,2023-05-18T10:07:15+0300,,,,0.0,,,,False,none,,,none,,,,2248
AGR_T-AGR06,AGR06,,49.81219,-14.4848,10,2023-04-07T11:09:35+0300,2023-05-18T09:52:00+0300,,,,0.0,,,,False,none,,,none,,,,2247
AGR_T-AGR07,AGR07,,49.81149,-14.48436,10,2023-04-08T09:16:25+0300,2023-05-19T09:54:33+0300,,,,0.0,,,,False,none,,,none,,,,2246
AGR_T-AGR08,AGR08,,49.81095,-14.48497,10,2023-04-08T10:46:04+0300,2023-05-19T09:52:53+0300,,,,0.0,,,,False,none,,,none,,,,2245
AMB_A_D1-AMB01,AMB01,,47.54785,-21.21661,10,2022-03-13T12:11:01+0300,2022-05-18T16:45:10+0300,,,,0.0,,,,False,none,,,none,,,,1671
AMB_A_D1-AMB02,AMB02,,47.54761,-21.2171,10,2022-03-13T10:10:55+0300,2022-05-18T16:37:04+0300,,,,0.0,,,,False,none,,,none,,,,1672
AMB_A_D2-AMB01,AMB01,,47.54785,-21.21661,10,2022-04-20T11:05:37+0300,2022-05-18T16:45:44+0300,,,,0.0,,,,False,none,,,none,,,,1691
AMB_A_D2-AMB02,AMB02,,47.54761,-21.2171,10,2022-04-20T10:19:25+0300,2022-05-18T16:43:20+0300,,,,0.0,,,,False,none,,,none,,,,1692
AMB_T_D1-AMB01,AMB01,,47.54785,-21.21661,10,2022-03-13T12:20:58+0300,2022-05-18T16:35:24+0300,,,,0.0,,,,False,none,,,none,,,,1695
AMB_T_D1-AMB02,AMB02,,47.54761,-21.2171,10,2022-03-13T11:37:19+0300,2022-05-18T16:35:10+0300,,,,0.0,,,,False,none,,,none,,,,1696
AMB_T_D2-AMB01,AMB01,,47.54785,-21.21661,10,2022-04-20T11:11:27+0300,2022-05-18T09:10:28+0300,,,,0.0,,,,False,none,,,none,,,,1693
AMB_T_D2-AMB02,AMB02,,47.54761,-21.2171,10,2022-04-20T10:17:17+0300,2022-05-18T16:35:14+0300,,,,0.0,,,,False,none,,,none,,,,1694
AMP_A_D1-AMP01,AMP01,,47.59932,-21.26111,10,2022-03-09T09:32:05+0300,2022-05-18T16:54:14+0300,,,,0.0,,,,False,none,,,none,,,,1673
AMP_A_D1-AMP02,AMP02,,47.5984,-21.25525,10,2022-03-09T12:11:01+0300,2022-05-18T17:03:50+0300,,,,0.0,,,,False,none,,,none,,,,1674
AMP_A_D2-AMP01,AMP01,,47.59932,-21.26111,10,2022-04-21T12:00:00+0300,2022-05-18T16:59:02+0300,,,,0.0,,,,False,none,,,none,,,,1689
AMP_A_D2-AMP02,AMP02,,47.5984,-21.25525,10,2022-04-21T11:00:34+0300,2022-05-18T17:01:32+0300,,,,0.0,,,,False,none,,,none,,,,1690
AMP_T_D1-AMP01,AMP01,,47.59932,-21.26111,10,2022-03-09T09:34:23+0300,2022-05-18T17:32:00+0300,,,,0.0,,,,False,none,,,none,,,,1686
AMP_T_D1-AMP02,AMP02,,47.5984,-21.25525,10,2022-03-09T12:10:59+0300,2022-05-18T17:27:14+0300,,,,0.0,,,,False,none,,,none,,,,1685
AMP_T_D2-AMP01,AMP01,,47.59932,-21.26111,10,2022-04-21T09:46:50+0300,2022-05-18T17:32:20+0300,,,,0.0,,,,False,none,,,none,,,,1688
AMP_T_D2-AMP02,AMP02,,47.5984,-21.25525,10,2022-04-21T10:57:27+0300,2022-05-17T09:47:03+0300,,,,0.0,,,,False,none,,,none,,,,1687
AND_A-AND01,AND01,,47.39529,-21.22682,10,2022-03-22T12:00:00+0300,2022-05-24T08:40:11+0300,,,,0.0,,,,False,none,,,none,,,,1641
AND_A-AND03,AND03,,47.40933,-21.22324,10,2022-03-23T12:35:16+0300,2022-05-25T09:46:00+0300,,,,0.0,,,,False,none,,,none,,,,1640
AND_A-AND04,AND04,,47.40912,-21.22298,10,2022-03-23T17:04:42+0300,2022-05-25T09:05:22+0300,,,,0.0,,,,False,none,,,none,,,,1648
AND_A-AND05,AND05,,47.42251,-21.21404,10,2022-03-24T12:00:00+0300,2022-05-26T08:49:01+0300,,,,0.0,,,,False,none,,,none,,,,1647
AND_A-AND06,AND06,,47.42196,-21.21436,10,2022-03-24T14:54:26+0300,2022-05-26T09:28:19+0300,,,,0.0,,,,False,none,,,none,,,,1651
AND_A-AND08,AND08,,47.41672,-21.23132,10,2022-03-25T12:57:27+0300,2022-06-07T17:27:50+0300,,,,0.0,,,,False,none,,,none,,,,1642
AND_A-AND09,AND09,,47.40829,-21.2265,10,2022-03-26T10:20:33+0300,2022-05-28T12:00:00+0300,,,,0.0,,,,False,none,,,none,,,,1645
AND_A-AND10,AND10,,47.40808,-21.22681,10,2022-03-26T12:05:59+0300,2022-05-31T14:52:08+0300,,,,0.0,,,,False,none,,,none,,,,1650
AND_A-AND11,AND11,,47.42316,-21.22573,10,2022-03-29T10:03:59+0300,2022-05-29T09:16:30+0300,,,,0.0,,,,False,none,,,none,,,,1646
AND_A-AND12,AND12,,47.42239,-21.22569,10,2022-03-29T12:00:00+0300,2022-05-29T09:58:24+0300,,,,0.0,,,,False,none,,,none,,,,1643
AND_A-AND13,AND13,,47.43363,-21.22625,10,2022-03-31T00:00:00+0300,2022-05-30T09:26:25+0300,,,,0.0,,,,False,none,,,none,,,,1649
AND_A-AND14,AND14,,47.43424,-21.22668,10,2022-03-30T14:53:26+0300,2022-05-31T14:45:30+0300,,,,0.0,,,,False,none,,,none,,,,1644
AND_T-AND01,AND01,,47.39529,-21.22682,10,2022-03-22T10:54:33+0300,2022-05-24T00:00:00+0300,,,,0.0,,,,False,none,,,none,,,,1664
AND_T-AND02,AND02,,47.39566,-21.22622,10,2022-03-22T17:22:10+0300,2022-05-24T08:56:28+0300,,,,0.0,,,,False,none,,,none,,,,1656
AND_T-AND03,AND03,,47.40933,-21.22324,10,2022-03-24T00:00:00+0300,2022-05-25T09:25:14+0300,,,,0.0,,,,False,none,,,none,,,,1658
AND_T-AND04,AND04,,47.40912,-21.22298,10,2022-03-24T00:00:00+0300,2022-05-25T00:00:00+0300,,,,0.0,,,,False,none,,,none,,,,1659
AND_T-AND05,AND05,,47.42251,-21.21404,10,2022-03-24T12:52:58+0300,2022-05-26T00:00:00+0300,,,,0.0,,,,False,none,,,none,,,,1655
AND_T-AND06,AND06,,47.42196,-21.21436,10,2022-03-25T00:00:00+0300,2022-05-26T00:00:00+0300,,,,0.0,,,,False,none,,,none,,,,1657
AND_T-AND08,AND08,,47.41672,-21.23132,10,2022-03-25T13:09:53+0300,2022-05-27T00:00:00+0300,,,,0.0,,,,False,none,,,none,,,,1663
AND_T-AND09,AND09,,47.40829,-21.2265,10,2022-03-27T00:00:00+0300,2022-05-28T12:00:00+0300,,,,0.0,,,,False,none,,,none,,,,1660
AND_T-AND10,AND10,,47.40808,-21.22681,10,2022-03-26T12:21:57+0300,2022-05-31T14:37:42+0300,,,,0.0,,,,False,none,,,none,,,,1653
AND_T-AND11,AND11,,47.42316,-21.22573,10,2022-03-29T12:00:00+0300,2022-05-29T08:51:51+0300,,,,0.0,,,,False,none,,,none,,,,1662
AND_T-AND12,AND12,,47.42239,-21.22569,10,2022-03-29T13:33:51+0300,2022-05-29T08:42:11+0300,,,,0.0,,,,False,none,,,none,,,,1652
AND_T-AND13,AND13,,47.43363,-21.22625,10,2022-03-30T22:19:48+0300,2022-05-30T09:03:37+0300,,,,0.0,,,,False,none,,,none,,,,1661
AND_T-AND14,AND14,,47.43424,-21.22668,10,2022-03-30T15:07:56+0300,2022-05-30T09:44:34+0300,,,,0.0,,,,False,none,,,none,,,,1654
ANT_A-ANT01,ANT01,,49.61891,-14.61129,10,2023-03-29T12:00:00+0300,2023-05-09T15:41:27+0300,,,,0.0,,,,False,none,,,none,,,,2262
ANT_A-ANT02,ANT02,,49.61826,-14.61055,10,2023-03-29T12:54:35+0300,2023-05-09T16:02:15+0300,,,,0.0,,,,False,none,,,none,,,,2261
ANT_A-ANT03,ANT03,,49.61627,-14.60783,10,2023-03-30T12:00:00+0300,2023-05-10T14:08:39+0300,,,,0.0,,,,False,none,,,none,,,,2260
ANT_A-ANT04,ANT04,,49.61734,-14.60745,10,2023-03-30T11:33:07+0300,2023-05-10T14:29:05+0300,,,,0.0,,,,False,none,,,none,,,,2259
ANT_A-ANT05,ANT05,,49.61771,-14.60624,10,2023-03-31T11:13:18+0300,2023-05-11T10:38:05+0300,,,,0.0,,,,False,none,,,none,,,,2258
ANT_A-ANT06,ANT06,,49.6173,-14.6064,10,2023-03-31T10:02:27+0300,2023-05-11T10:50:31+0300,,,,0.0,,,,False,none,,,none,,,,2257
ANT_A-ANT07,ANT07,,49.61839,-14.60763,10,2023-04-01T12:00:00+0300,2023-05-12T10:49:31+0300,,,,0.0,,,,False,none,,,none,,,,2256
ANT_A-ANT08,ANT08,,49.61797,-14.60805,10,2023-04-02T00:00:00+0300,2023-05-12T11:06:42+0300,,,,0.0,,,,False,none,,,none,,,,2255
ANT_A-ANT09,ANT09,,49.6194,-14.61295,10,2023-04-03T12:00:00+0300,2023-05-14T00:00:00+0300,,,,0.0,,,,False,none,,,none,,,,2254
ANT_A-ANT10,ANT10,,49.61916,-14.61228,10,2023-04-02T12:00:00+0300,2023-05-13T08:50:10+0300,,,,0.0,,,,False,none,,,none,,,,2253
ANT_T-ANT01,ANT01,,49.61891,-14.61129,10,2023-03-29T11:03:37+0300,2023-05-09T15:24:58+0300,,,,0.0,,,,False,none,,,none,,,,2185
ANT_T-ANT02,ANT02,,49.61826,-14.61055,10,2023-03-29T13:51:01+0300,2023-05-09T15:58:55+0300,,,,0.0,,,,False,none,,,none,,,,2184
ANT_T-ANT03,ANT03,,49.61627,-14.60783,10,2023-03-30T10:04:54+0300,2023-05-10T14:04:09+0300,,,,0.0,,,,False,none,,,none,,,,2183
ANT_T-ANT04,ANT04,,49.61734,-14.60745,10,2023-03-30T13:29:21+0300,2023-05-10T15:18:37+0300,,,,0.0,,,,False,none,,,none,,,,2182
ANT_T-ANT05,ANT05,,49.61771,-14.60624,10,2023-03-31T10:24:05+0300,2023-05-11T00:00:00+0300,,,,0.0,,,,False,none,,,none,,,,2181
ANT_T-ANT06,ANT06,,49.6173,-14.6064,10,2023-03-31T11:38:32+0300,2023-05-11T00:00:00+0300,,,,0.0,,,,False,none,,,none,,,,2180
ANT_T-ANT07,ANT07,,49.61839,-14.60763,10,2023-04-01T10:42:07+0300,2023-05-12T10:49:40+0300,,,,0.0,,,,False,none,,,none,,,,2179
ANT_T-ANT08,ANT08,,49.61797,-14.60805,10,2023-04-01T12:31:56+0300,2023-05-12T11:03:35+0300,,,,0.0,,,,False,none,,,none,,,,2178
ANT_T-ANT09,ANT09,,49.6194,-14.61295,10,2023-04-02T10:30:12+0300,2023-05-13T00:00:00+0300,,,,0.0,,,,False,none,,,none,,,,2177
ANT_T-ANT10,ANT10,,49.61916,-14.61228,10,2023-04-02T11:56:45+0300,2023-05-13T02:53:21+0300,,,,0.0,,,,False,none,,,none,,,,2176
Col1-Test21,Test21,,11.69907,61.29267,10,2023-09-11T09:03:42+0200,2023-09-11T09:03:42+0200,,,,0.0,,,,False,none,,,none,,,,2076
Col1-Test22,Test22,,11.82129,60.4247,10,2023-09-07T11:52:10+0200,2023-09-15T06:25:58+0200,,,,0.0,,,,False,none,,,none,,,,2077
D1-ABR_81,ABR_81,ABR_81,16.94297,58.80843,10,2020-06-22T17:58:18+0200,2020-06-23T15:37:48+0200,,,,0.0,,,,False,none,,,none,,,,631
D1-ABR_82,ABR_82,ABR_82,16.94412,58.8057,10,2020-06-23T15:49:26+0200,2020-06-23T15:49:26+0200,,,,0.0,,,,False,none,,,none,,,,632
D1-ABR_85,ABR_85,ABR_85,16.80969,58.91657,10,2020-06-18T15:59:30+0200,2020-06-22T10:54:44+0200,,,,0.0,,,,False,none,,,none,,,,633
D1-ABR_87,ABR_87,ABR_87,17.03917,58.87502,10,2020-06-29T07:00:56+0200,2020-06-29T07:28:26+0200,,,,0.0,,,,False,none,,,none,,,,634
D1-ABR_94,ABR_94,ABR_94,17.09649,58.80944,10,2020-06-29T10:42:10+0200,2020-06-29T10:42:10+0200,,,,0.0,,,,False,none,,,none,,,,635
D1-CT_01,CT_01,CT_01,16.89158,59.03367,10,2020-06-13T13:00:42+0200,2020-06-29T19:22:12+0200,,,,0.0,,,,False,none,,,none,,,,636
D1-CT_02,CT_02,CT_02,17.09035,58.90885,10,2020-06-23T13:18:56+0200,2020-06-29T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,637
D1-CT_03,CT_03,CT_03,17.09726,58.81251,10,2020-06-21T14:29:50+0200,2020-10-06T15:01:20+0200,,,,0.0,,,,False,none,,,none,,,,638
D1-CT_06,CT_06,CT_06,17.03983,58.87452,10,2020-06-17T18:33:28+0200,2020-06-29T08:46:44+0200,,,,0.0,,,,False,none,,,none,,,,639
D1-CT_07,CT_07,CT_07,17.03145,58.87484,10,2020-06-14T14:12:12+0200,2020-06-29T09:13:54+0200,,,,0.0,,,,False,none,,,none,,,,640
D1-CT_08,CT_08,CT_08,16.88682,59.03126,10,2020-06-13T13:42:20+0200,2020-06-29T20:15:10+0200,,,,0.0,,,,False,none,,,none,,,,641
D1-CT_11,CT_11,CT_11,16.80833,58.91536,10,2020-06-17T10:29:12+0200,2020-06-29T13:45:36+0200,,,,0.0,,,,False,none,,,none,,,,642
D1-CT_14,CT_14,CT_14,16.7644,58.97473,10,2020-06-13T11:52:22+0200,2020-06-29T14:50:08+0200,,,,0.0,,,,False,none,,,none,,,,643
D1-CT_16,CT_16,CT_16,17.08943,58.91233,10,2020-06-18T08:32:30+0200,2020-06-29T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,644
D1-CT_19,CT_19,CT_19,16.81123,58.9156,10,2020-06-17T10:11:02+0200,2020-06-29T13:32:30+0200,,,,0.0,,,,False,none,,,none,,,,645
D1-CT_20,CT_20,CT_20,16.76601,58.97455,10,2020-06-13T12:08:46+0200,2020-06-29T14:20:00+0200,,,,0.0,,,,False,none,,,none,,,,646
D1-CT_21,CT_21,CT_21,16.81721,58.91844,10,2020-06-17T09:30:14+0200,2020-06-29T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,647
D1-CT_22,CT_22,CT_22,16.88915,59.03242,10,2020-06-13T13:23:14+0200,2020-06-29T19:50:10+0200,,,,0.0,,,,False,none,,,none,,,,648
D1-CT_23,CT_23,CT_23,16.9442,58.80566,10,2020-06-12T08:55:34+0200,2020-06-29T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,649
D1-CT_24,CT_24,CT_24,16.75895,58.97375,10,2020-06-17T12:45:22+0200,2020-06-29T14:43:28+0200,,,,0.0,,,,False,none,,,none,,,,650
D1-CT_26,CT_26,CT_26,17.09618,58.81358,10,2020-06-21T14:19:44+0200,2020-06-29T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,651
D1-CT_27,CT_27,CT_27,17.04089,58.87331,10,2020-06-14T13:22:16+0200,2020-06-29T09:22:12+0200,,,,0.0,,,,False,none,,,none,,,,652
D1-CT_29,CT_29,CT_29,17.09585,58.81511,10,2020-06-21T15:36:24+0200,2020-06-29T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,653
D1-CT_32,CT_32,CT_32,16.94127,58.80873,10,2020-06-16T14:05:56+0200,2020-06-30T06:20:00+0200,,,,0.0,,,,False,none,,,none,,,,654
D1-CT_35,CT_35,CT_35,17.09402,58.90894,10,2020-06-23T13:30:46+0200,2020-06-29T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,655
D1-CT_36,CT_36,CT_36,17.09125,58.91243,10,2020-06-12T10:19:34+0200,2020-07-25T00:20:00+0200,,,,0.0,,,,False,none,,,none,,,,656
D1-CT_37,CT_37,CT_37,16.88424,59.03211,10,2020-06-13T13:58:58+0200,2020-06-29T20:20:00+0200,,,,0.0,,,,False,none,,,none,,,,657
D1-CT_38,CT_38,CT_38,17.09449,58.81297,10,2020-06-21T15:22:34+0200,2020-06-29T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,658
D1-CT_40,CT_40,CT_40,16.94111,58.8067,10,2020-06-16T14:15:00+0200,2020-06-29T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,659
D1-CT_41,CT_41,CT_41,16.81636,58.91754,10,2020-06-17T09:51:48+0200,2020-06-29T13:24:40+0200,,,,0.0,,,,False,none,,,none,,,,660
D1-CT_43,CT_43,CT_43,17.03408,58.87714,10,2020-06-14T13:57:58+0200,2020-06-29T09:58:32+0200,,,,0.0,,,,False,none,,,none,,,,661
D1-CT_44,CT_44,CT_44,16.94283,58.80716,10,2020-06-16T14:25:44+0200,2020-06-29T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,662
D1-CT_45,CT_45,CT_45,16.76084,58.97428,10,2020-06-17T13:14:18+0200,2020-06-29T14:27:10+0200,,,,0.0,,,,False,none,,,none,,,,663
D2-ABR_81,ABR_81,ABR_81,16.94297,58.80843,10,2020-06-29T11:48:34+0200,2020-07-13T12:19:04+0200,,,,0.0,,,,False,none,,,none,,,,690
D2-ABR_82,ABR_82,ABR_82,16.94412,58.8057,10,2020-06-29T11:59:16+0200,2020-07-13T12:52:28+0200,,,,0.0,,,,False,none,,,none,,,,691
D2-ABR_83,ABR_83,ABR_83,17.09157,58.9123,10,2020-06-29T07:43:54+0200,2020-07-13T15:35:00+0200,,,,0.0,,,,False,none,,,none,,,,692
D2-ABR_84,ABR_84,ABR_84,17.09319,58.90993,10,2020-06-30T13:36:38+0200,2020-07-13T15:43:44+0200,,,,0.0,,,,False,none,,,none,,,,693
D2-ABR_85,ABR_85,ABR_85,16.80969,58.91657,10,2020-07-02T13:12:22+0200,2020-07-12T18:43:06+0200,,,,0.0,,,,False,none,,,none,,,,694
D2-ABR_86,ABR_86,ABR_86,16.81696,58.91692,10,2020-06-29T13:19:06+0200,2020-07-12T10:20:24+0200,,,,0.0,,,,False,none,,,none,,,,695
D2-ABR_87,ABR_87,ABR_87,17.03917,58.87502,10,2020-06-30T01:40:20+0200,2020-07-12T20:30:18+0200,,,,0.0,,,,False,none,,,none,,,,696
D2-ABR_88,ABR_88,ABR_88,17.03488,58.87476,10,2020-06-29T09:45:08+0200,2020-07-13T14:31:36+0200,,,,0.0,,,,False,none,,,none,,,,697
D2-ABR_89,ABR_89,ABR_89,16.76515,58.97469,10,2020-06-29T14:58:02+0200,2020-07-12T23:14:24+0200,,,,0.0,,,,False,none,,,none,,,,698
D2-ABR_90,ABR_90,ABR_90,16.76041,58.97437,10,2020-06-29T14:38:12+0200,2020-07-14T15:28:48+0200,,,,0.0,,,,False,none,,,none,,,,699
D2-ABR_92,ABR_92,ABR_92,16.88683,59.03124,10,2020-06-29T20:08:10+0200,2020-07-14T13:41:30+0200,,,,0.0,,,,False,none,,,none,,,,700
D2-ABR_93,ABR_93,ABR_93,17.09616,58.81518,10,2020-06-30T01:52:20+0200,2020-07-12T22:26:42+0200,,,,0.0,,,,False,none,,,none,,,,701
D2-ABR_94,ABR_94,ABR_94,17.09649,58.80944,10,2020-06-30T07:08:26+0200,2020-07-07T01:51:50+0200,,,,0.0,,,,False,none,,,none,,,,702
D2-CT_02,CT_02,CT_02,17.09035,58.90885,10,2020-06-30T00:00:00+0200,2020-07-13T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,703
D2-CT_06,CT_06,CT_06,17.03983,58.87452,10,2020-06-29T08:49:34+0200,2020-07-13T14:59:22+0200,,,,0.0,,,,False,none,,,none,,,,704
D2-CT_08,CT_08,CT_08,16.88682,59.03126,10,2020-06-29T20:16:42+0200,2020-07-13T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,705
D2-CT_11,CT_11,CT_11,16.80833,58.91536,10,2020-06-29T13:47:28+0200,2020-07-12T12:40:16+0200,,,,0.0,,,,False,none,,,none,,,,706
D2-CT_14,CT_14,CT_14,16.7644,58.97473,10,2020-06-29T14:53:08+0200,2020-07-13T23:50:00+0200,,,,0.0,,,,False,none,,,none,,,,707
D2-CT_16,CT_16,CT_16,17.08943,58.91233,10,2020-06-30T00:00:00+0200,2020-07-16T07:15:00+0200,,,,0.0,,,,False,none,,,none,,,,708
D2-CT_19,CT_19,CT_19,16.81123,58.9156,10,2020-06-29T13:33:52+0200,2020-07-13T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,709
D2-CT_20,CT_20,CT_20,16.76601,58.97455,10,2020-06-29T14:21:30+0200,2020-07-13T23:50:00+0200,,,,0.0,,,,False,none,,,none,,,,710
D2-CT_21,CT_21,CT_21,16.81721,58.91844,10,2020-06-30T00:00:00+0200,2020-07-13T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,711
D2-CT_22,CT_22,CT_22,16.88915,59.03242,10,2020-06-29T19:54:16+0200,2020-07-13T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,712
D2-CT_23,CT_23,CT_23,16.9442,58.80566,10,2020-06-30T00:00:00+0200,2020-07-13T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,713
D2-CT_24,CT_24,CT_24,16.75895,58.97375,10,2020-06-29T14:45:00+0200,2020-07-13T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,714
D2-CT_26,CT_26,CT_26,17.09618,58.81358,10,2020-06-30T00:00:00+0200,2020-07-13T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,715
D2-CT_27,CT_27,CT_27,17.04089,58.87331,10,2020-06-29T09:23:26+0200,2020-07-13T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,716
D2-CT_29,CT_29,CT_29,17.09585,58.81511,10,2020-06-30T00:00:00+0200,2020-07-13T11:31:56+0200,,,,0.0,,,,False,none,,,none,,,,717
D2-CT_32,CT_32,CT_32,16.94127,58.80873,10,2020-06-30T06:25:00+0200,2020-07-13T23:55:00+0200,,,,0.0,,,,False,none,,,none,,,,718
