"mean_forestdens","sd_forestdens","Coniferous_forest","Deciduous_forest","Mixed_forest","Clear_cut","Water_bodies","Arable_land","Human_construction"
61.457819751745,34.7126928432898,0.75,0,0.2125,0,0,0,0.0375
57.1624970039031,28.1929335450109,0.683544303797468,0.164556962025316,0.0379746835443038,0,0,0,0.113924050632911
60.6021501346777,32.9777910587527,0.481012658227848,0.10126582278481,0.417721518987342,0,0,0,0
47.3303009111801,30.320427746939,0.392405063291139,0.0126582278481013,0.493670886075949,0.10126582278481,0,0,0
49.1991428268744,26.2106823910325,0.32,0,0.266666666666667,0.413333333333333,0,0,0
38.4807906499557,17.6526883771178,1,0,0,0,0,0,0
43.9252002152482,28.1353234493525,0.320987654320988,0,0,0.567901234567901,0,0,0.111111111111111
49.3353793097256,22.3854178650831,0.564102564102564,0,0,0.435897435897436,0,0,0
22.6218738384414,28.5388526880188,0.285714285714286,0.142857142857143,0,0.571428571428571,0,0,0
44.2560999018484,30.1046930938881,0.592105263157895,0.118421052631579,0.131578947368421,0.157894736842105,0,0,0
12.3925848260981,19.502485076143,0.518987341772152,0.113924050632911,0,0.367088607594937,0,0,0
15.4421524429195,25.9126556422011,0.463414634146341,0,0,0.536585365853659,0,0,0
56.2428250872517,25.8796821003034,0.858974358974359,0,0.141025641025641,0,0,0,0
51.7770976818191,26.6830393031006,0.63013698630137,0,0.191780821917808,0.178082191780822,0,0,0
54.4868650176294,25.1539823258376,0.594936708860759,0.113924050632911,0.0126582278481013,0.278481012658228,0,0,0
43.3817794253957,26.0129851752827,0.383561643835616,0,0,0.561643835616438,0,0,0.0547945205479452
44.1684062090455,21.2796068953312,0.467532467532468,0,0.233766233766234,0.298701298701299,0,0,0
53.0224151052597,25.1389194297676,0.268292682926829,0,0.0731707317073171,0.658536585365854,0,0,0
63.2117130990506,29.4960849129876,0.921052631578947,0,0.0789473684210526,0,0,0,0
27.4818539225132,33.7070054941481,0,0.486842105263158,0.0921052631578947,0.421052631578947,0,0,0
37.2972172096437,35.194440036686,0.376623376623377,0.168831168831169,0,0.454545454545455,0,0,0
65.2274366243071,33.1325206307342,0.775,0.0625,0.05,0.1125,0,0,0
58.9787897487212,25.2092893179856,0.0632911392405063,0.0253164556962025,0.0126582278481013,0.89873417721519,0,0,0
51.8110630968232,23.2771764796999,0.723684210526316,0,0.105263157894737,0.171052631578947,0,0,0
50.6055023727683,29.6855374539428,0.171052631578947,0.25,0.526315789473684,0.0526315789473684,0,0,0
0,0,0.671052631578947,0,0.276315789473684,0,0,0,0.0526315789473684
45.2554990587563,33.6895253894421,0.746835443037975,0.151898734177215,0,0.10126582278481,0,0,0
33.6877859391105,24.5852191259187,0.723684210526316,0.0131578947368421,0.0263157894736842,0.105263157894737,0,0,0.131578947368421
25.6583192116202,29.7054226999234,0.166666666666667,0.192307692307692,0.0128205128205128,0.628205128205128,0,0,0
16.9866779020415,25.9636151408381,0.146666666666667,0,0,0.853333333333333,0,0,0
15.6877908354329,27.6470558278853,0.276315789473684,0,0,0.723684210526316,0,0,0
0,0,0,0,0,1,0,0,0
24.4951953147135,26.1544797436734,0.153846153846154,0,0.128205128205128,0.717948717948718,0,0,0
57.6321288856805,34.6204473765179,0.539473684210526,0,0.460526315789474,0,0,0,0
48.9353529461561,24.3403997757282,0.289473684210526,0,0.0131578947368421,0.697368421052632,0,0,0
57.6704625173117,30.0495791237031,0.354430379746835,0,0.632911392405063,0.0126582278481013,0,0,0
57.2188991308943,32.4497685050825,0.61038961038961,0,0.38961038961039,0,0,0,0
21.8139395254493,24.8454122795129,0.564102564102564,0,0,0.435897435897436,0,0,0
21.810957674749,29.810124191946,0.1625,0,0.1,0.7375,0,0,0
58.0423730898586,29.901413078363,0.5125,0.075,0.3375,0.075,0,0,0
55.9847998212923,27.5603883610459,0.276315789473684,0.0789473684210526,0.473684210526316,0.171052631578947,0,0,0
65.5861454128074,30.056379364066,0.512820512820513,0,0.487179487179487,0,0,0,0
49.5089897932181,23.7924653006753,0.135802469135802,0,0.0740740740740741,0.790123456790123,0,0,0
43.4478528451424,25.7879292006508,0.641975308641975,0,0.0246913580246914,0.333333333333333,0,0,0
58.4504002495248,27.1859472314145,0.473684210526316,0,0.118421052631579,0.407894736842105,0,0,0
48.9776520359892,23.8652730004559,1,0,0,0,0,0,0
36.3669682673378,22.927739183145,0.657534246575342,0,0,0.342465753424658,0,0,0
15.6893572593322,21.7539015937516,0.506172839506173,0,0,0.493827160493827,0,0,0
57.3126023286714,25.582844699574,0.792207792207792,0.12987012987013,0,0.0779220779220779,0,0,0
57.1031181732932,30.5691991609565,0.447368421052632,0,0.473684210526316,0,0,0,0.0789473684210526
56.5539974708638,31.2082961300244,0.797297297297297,0,0.175675675675676,0.027027027027027,0,0,0
27.0660749507923,28.428424405009,0.460526315789474,0,0,0.5,0,0,0.0394736842105263
58.219328842597,28.9431333091225,0.025974025974026,0.506493506493506,0.0909090909090909,0.376623376623377,0,0,0
22.4576614598458,25.4504527605343,0.105263157894737,0,0,0.894736842105263,0,0,0
10.0809141772255,18.6186982254561,0.0394736842105263,0,0,0.960526315789474,0,0,0
