"mean_forestdens","sd_forestdens","Coniferous_forest","Deciduous_forest","Mixed_forest","Clear_cut","Water_bodies","Arable_land","Human_construction"
75.8743257228828,18.3690915610985,0.509378567933453,0.05676072418855,0.368129179579188,0.0309900505627141,0,0,0.0347414777360953
76.9936240466632,18.0273651242935,0.507184846505552,0.030698889614631,0.391900718484651,0.0359242325277596,0,0,0.0342913128674069
72.393471222217,23.2373980193906,0.469494290375204,0.033442088091354,0.345187601957586,0.119575856443719,0,0,0.032300163132137
46.5215271246196,31.5245175756982,0.42952691680261,0.0228384991843393,0.0745513866231648,0.38858075040783,0,0,0.0845024469820555
58.178041662518,27.2405811810437,0.572756933115824,0.0171288743882545,0.140456769983687,0.245513866231648,0,0,0.0241435562805873
63.5994738020626,23.6127010886934,0.622515477354187,0.0166177908113392,0.17367220593027,0.1673183447377,0,0,0.0198761811665037
58.8478794096417,33.3204205702857,0.398694942903752,0.0432300163132137,0.245676998368679,0.210114192495922,0,0.067047308319739,0.0352365415986949
55.3004370501034,34.7323752335192,0.349584216533507,0.081363117560737,0.200554377955324,0.242132724604598,0,0.085602478395565,0.040763084950269
45.2142687531525,35.9620022869579,0.253139781438591,0.104713749796118,0.142554232588485,0.373837873103898,0,0.0856304028706573,0.0401239602022509
57.2674581902273,28.4333214296303,0.523964786436257,0.0425497228562113,0.260026084121291,0.165634170198891,0,0,0.0078252363873492
53.4594776946341,30.030825116295,0.523801760678187,0.0433648516465602,0.222856211281382,0.191392239973916,0,0,0.0185849364199544
51.2212565438912,30.2976092553639,0.562785388127854,0.0379973907371168,0.176125244618395,0.205805609915199,0,0,0.0172863666014351
60.0004542443446,29.9089974326082,0.400293494211642,0.121963150171205,0.186205772052829,0.211641937061797,0,0.0640795695418229,0.0158160769607044
57.8894452953313,30.0864222890635,0.373002934463645,0.133681121617216,0.13074665797196,0.293609390283665,0,0.0567329638082817,0.0122269318552331
55.408395503815,30.85939200623,0.384151312571335,0.105820968530898,0.0836458503179521,0.35447578672754,0,0.0575574759497799,0.0143486059024947
47.1273851778161,31.6039310961705,0.541483292583537,0.015158924205379,0.113773431132844,0.306764466177669,0.000814995925020375,0,0.0220048899755501
47.2783471123144,27.5530505741894,0.563559322033898,0.00977835723598435,0.0805084745762712,0.336049543676662,0,0,0.0101043024771838
61.7940129109581,30.9192831253298,0.334258201403623,0.166313040639791,0.241880202382895,0.201403623306675,0.0104455687938632,0.011588052880692,0.0341113105924596
53.7662482142626,36.0718257633941,0.260352135637431,0.221062927942615,0.143625692859472,0.175904792957287,0.169546788392566,0,0.0295076622106293
49.9234031832034,37.1921194786723,0.261450692746536,0.20961695191524,0.132029339853301,0.213365933170334,0.157131214343928,0,0.0264058679706601
52.7867377210457,36.7467883239945,0.152929655622654,0.203688591480333,0.153908927697079,0.471519503835482,0,0,0.0179533213644524
62.2549525235332,34.3512753744522,0.150570962479608,0.241272430668842,0.260522022838499,0.331321370309951,0,0,0.0163132137030995
73.2344345256238,26.3136564855184,0.178792822185971,0.267699836867863,0.313376835236542,0.223980424143556,0,0,0.0161500815660685
36.4035007117666,35.3467287409356,0.443629846855653,0.0232974910394265,0.187194525904203,0.213098729227761,0.119420006516781,0,0.0133594004561747
45.5307618509965,35.0523036748612,0.405511169085276,0.0244578509701614,0.230556008478722,0.240828305886189,0.0890265775313876,0,0.00962008804826349
30.4800999298161,34.2814586555331,0.503265839320705,0.031352057478772,0.152188112344873,0.182723709993468,0.112508164598302,0,0.0179621162638798
43.9238362188741,34.4856127846847,0.391389432485323,0.0647423352902805,0.195042400521853,0.304468362687541,0,0,0.0443574690150033
41.9194251851021,31.381079027037,0.400293733681462,0.0933420365535248,0.156821148825065,0.297160574412533,0,0,0.0523825065274151
39.9834589446837,29.3039418666225,0.494618395303327,0.0761578604044357,0.0601761252446184,0.317351598173516,0.0063600782778865,0,0.0453359425962166
38.5013386080775,35.0129741178,0.249755301794454,0.113866231647635,0.0771615008156607,0.540456769983687,0,0,0.0187601957585644
39.7953811282949,35.3035333486115,0.2487359321481,0.109443810145164,0.101614744739847,0.518186266514435,0,0,0.0220192464524547
40.9064726855027,35.3239772354654,0.245717082721488,0.129221732745962,0.097732093326807,0.496818404307391,0.00864741393375755,0,0.0218632729645945
66.7612162497378,25.1119155989847,0.428245270711024,0.0280495759947815,0.197977821265492,0.329256360078278,0,0,0.016470971950424
70.416623460388,24.7006494969713,0.443141088302379,0.0360052134245683,0.303519061583578,0.188986640599544,0,0,0.0283479960899316
62.5680809390269,26.3330335863215,0.489729377241604,0.0197261167264428,0.147212259537007,0.324747310074992,0,0,0.0185849364199544
59.7509240825054,26.6657424676913,0.558996088657106,0.0083116036505867,0.146675358539765,0.270208604954368,0,0,0.0158083441981747
56.0340590580652,28.1897581604302,0.539918367346939,0.00555102040816327,0.156408163265306,0.285061224489796,0,0,0.0130612244897959
50.9385967300592,29.0514334119391,0.469840234757092,0.000489077274209325,0.127486142810564,0.400717313335507,0,0,0.00146723182262798
44.973289496972,35.6307468558316,0.222240365774004,0.122632266492489,0.137655127367733,0.43060091443501,0,0.0493141737426519,0.0375571521881123
34.2540345266707,37.3429744356739,0.152014353286576,0.129995106834122,0.10650791061817,0.330941118903931,0.259011580492579,0,0.0215299298646224
64.4841898001174,28.7202047162072,0.318070718592146,0.0598012058008799,0.38520449731139,0.147955026886101,0.0788658953886264,0,0.0101026560208571
